organization,project_name,project_number,project_item_id,item_type,repo,issue_pr_number,task_title,task_description,assignees,assigned_by,status,priority,labels,milestone,iteration,due_date,created_at,updated_at,url
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggOzdY,Issue,Depart,,"""Skip for Now"" button does not work on the home screen.","Steps to Reproduce:
Log in to the platform using the Service Provider account.

Actual Result:
On the home screen, a welcome message is displayed, along with two buttons: 'Add Vehicle' and 'Skip for Now.' Clicking 'Skip for Now' does not work.

Expected Result:
Clicking the ""Skip for Now"" button should work and proceed as expected.

Env: DEV

![Image](https://github.com/user-attachments/assets/8c19045d-37c7-4901-a57f-580a1770ea43)",Roopesh618,suruthisagar97,,,bug,,,,2025-10-23 11:26:45+00:00,2025-10-23 11:26:45+00:00,https://github.com/CodeWork-ai/Depart/issues/69
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggO1fY,Issue,Depart,,"End date shows as N/A, and status shows as expired in the subscription list.","Steps to Reproduce:
Open to the platform using the Admin account.
Click on Plans.

Actual Result:
In the subscription list, the end date shows as N/A, and the status shows as expired.

Expected Result:
The end date should display correctly, and the status should reflect the accurate subscription status, not ""Expired"" if it's still active.

<img width=""1476"" height=""830"" alt=""Image"" src=""https://github.com/user-attachments/assets/ee52bf77-f76c-42de-ae39-9cd23cf5c1c6"" />",xavierrnelson,suruthisagar97,,,bug,,,,2025-10-23 11:40:00+00:00,2025-10-23 11:40:00+00:00,https://github.com/CodeWork-ai/Depart/issues/70
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggRFs0,Issue,Depart,,White screen appears after clicking “Map.”,"Steps to Reproduce:
Log in to the platform using the User account.

Actual Result:
After the user clicks “Confirm Ride,” it shows vehicle types for selecting the drop-off location near the map, but a white screen appears.

Expected Result:
After clicking “Confirm Ride,” the app should display available vehicle types and allow the user to select a drop-off location on the map without showing a white screen.

Env: DEV

https://github.com/user-attachments/assets/030b0924-c95b-4694-b1e3-304c47ee9ff4",Roopesh618,suruthisagar97,,,bug,,,,2025-10-24 05:27:57+00:00,2025-10-24 05:27:57+00:00,https://github.com/CodeWork-ai/Depart/issues/71
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggRP7U,Issue,Depart,,App closes after swiping and pressing back on the Select Vehicle page.,"Steps to Reproduce:
Log in to the platform using the User account.

Actual Result:
On the Set Availability page, when clicking Add Vehicle, it redirects to the Select Vehicle page. After swiping left or right and pressing the back button, the application closes unexpectedly.

Expected Result:
After clicking Add Vehicle on the Set Availability page and navigating to the Select Vehicle page, the user should be able to swipe left or right and press the back button without the application closing. The app should return to the Set Availability page normally.

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-24 06:52:40+00:00,2025-10-24 06:52:40+00:00,https://github.com/CodeWork-ai/Depart/issues/72
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggRU3I,Issue,Depart,,Date format needs to be updated on all pages.,"Steps to Reproduce:
Open to the platform using the Admin account.

Actual Result:
The date format is inconsistent across all pages and needs to be updated.

Expected Result:
The date format should be consistent and correctly updated across all pages.

Env: DEV",xavierrnelson,suruthisagar97,,,bug,,,,2025-10-24 07:26:38+00:00,2025-10-24 07:26:38+00:00,https://github.com/CodeWork-ai/Depart/issues/73
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggRVtk,Issue,Depart,,Feedback page UI is not responsive.,"Steps to Reproduce:
Open to the platform using the Admin account.
Click on Feedback.

Actual Result:
The Feedback page does not display proper UI responses or layout on the screen.

Expected Result:
The Feedback page should display a proper and responsive UI layout on the screen.

Env: DEV

<img width=""1919"" height=""884"" alt=""Image"" src=""https://github.com/user-attachments/assets/19d7cc9a-c779-4837-b022-33ef2b036eb0"" />",xavierrnelson,suruthisagar97,,,bug,,,,2025-10-24 07:31:28+00:00,2025-10-24 07:31:28+00:00,https://github.com/CodeWork-ai/Depart/issues/74
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggRpJM,Issue,Depart,,No option to clear filters after searching on the Filter page.,"Steps to Reproduce:
Open to the platform using the Admin account.
Click on Drivers.

Actual Result:
After performing a search on the Filter page, there is no option available to clear the applied filters.

Expected Result:
After performing a search on the Filter page, the user should see a Clear Filters option to remove all applied filters.

Env: DEV",xavierrnelson,suruthisagar97,,,bug,,,,2025-10-24 09:16:21+00:00,2025-10-24 09:16:21+00:00,https://github.com/CodeWork-ai/Depart/issues/75
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggRvMs,Issue,Depart,,Dropdown format in All Plans field under Filter column needs to be updated.,"Steps to Reproduce:
Open to the platform using the Admin account.
Click on Plans & Subscriptions.

Actual Result:
In the Filter column, the All Plans field dropdown list format needs to be changed.

Expected Result:
The dropdown list format in the All Plans field under the Filter column should be displayed in the updated and correct format.

Env: DEV

<img width=""1919"" height=""878"" alt=""Image"" src=""https://github.com/user-attachments/assets/d5d5cc92-67df-4854-8383-fe3f729de9b9"" />",xavierrnelson,suruthisagar97,,,bug,,,,2025-10-24 09:49:08+00:00,2025-10-24 09:49:08+00:00,https://github.com/CodeWork-ai/Depart/issues/76
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggRwtI,Issue,Depart,,“No data found” message missing in Filter column.,"Steps to Reproduce:
Open to the platform using the Admin account.
Click on Drivers.

Actual Result:
When searching in the Filter column and no results are found, the message “No data found” is not displayed.

Expected Result:
When a search in the Filter column returns 0 results, a message such as “No data found” should be displayed.

Env: DEV

<img width=""1919"" height=""870"" alt=""Image"" src=""https://github.com/user-attachments/assets/b7c8100b-b94f-4a47-ae1c-1263e5afeec4"" />",xavierrnelson,suruthisagar97,,,bug,,,,2025-10-24 09:57:18+00:00,2025-10-24 09:57:18+00:00,https://github.com/CodeWork-ai/Depart/issues/77
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggR4HY,Issue,Depart,,KYC documents not downloading to local system.,"Steps to Reproduce:
Open to the platform using the Admin account.
Click on Drivers.

Actual Result:
KYC documents do not download to the local system after clicking the download button.

Expected Result:
After clicking the download button under KYC documents, the selected documents should successfully download to the local system.

Env: DEV",xavierrnelson,suruthisagar97,,,bug,,,,2025-10-24 10:43:09+00:00,2025-10-24 10:43:09+00:00,https://github.com/CodeWork-ai/Depart/issues/78
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggWOVU,Issue,Depart,,Reset page shows only “New password”; “Confirm password” missing—should show both and require match.,"Steps to Reproduce:
Log in to the platform using the Service Provider account.
Click on Forgot Password?.

Actual Result:
After entering the email and clicking the Send button, the user receives the email. When they click the link, they are redirected to the Reset your password page, which shows only the New password field; the Confirm password field is missing.

Expected Result:
After clicking the reset link, the Reset your password page displays both New password and Confirm password fields. Both fields are required, the values must match (with a clear validation message if they don’t), and upon successful submission the password is updated and a success confirmation (or redirect to sign-in) is shown.

Env: DEV

<img width=""1919"" height=""867"" alt=""Image"" src=""https://github.com/user-attachments/assets/fee574cd-6c37-4702-b2f2-5a301203976f"" />",Roopesh618,suruthisagar97,,,bug,,,,2025-10-27 05:18:13+00:00,2025-10-27 05:18:13+00:00,https://github.com/CodeWork-ai/Depart/issues/79
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggWO0o,Issue,Depart,,Reset password links do not expire.,"Steps to Reproduce:
Log in to the platform using the Service Provider account.
Click on Forgot Password?.

Actual Result:
The reset password link has no expiry time

Expected Result:
The reset password link should expire after a defined time (e.g., 15–60 minutes) and be single-use. Expired/used links show a clear “Link expired” message with an option to request a new link.

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-27 05:23:14+00:00,2025-10-27 05:23:14+00:00,https://github.com/CodeWork-ai/Depart/issues/80
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggWTzw,Issue,Depart,,"Clicking Cancel shows suggested questions, but the same set appears for both roles.","Steps to Reproduce:
Log in to the platform using the Service Provider account.
Click on Current booking.
Click on Cancel button.

Actual Result:
In the Service Provider account, clicking the Cancel button shows some suggested questions. The same questions are shown for both the User and Service Provider roles.

Expected Result:
In a Service Provider account, clicking the Cancel button shows suggested questions. Different questions should be shown for the User and Service Provider roles.

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-27 06:13:40+00:00,2025-10-27 06:13:40+00:00,https://github.com/CodeWork-ai/Depart/issues/81
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggWUz4,Issue,Depart,,"After accepting an order, the flow skips Arrived and goes straight to Enter OTP.","Steps to Reproduce:
Log in to the platform using the Service Provider account.

Actual Result:
After accepting an order from the user, the app goes directly to the Enter OTP page without clicking the Arrived button first.

Expected Result:
After accepting an order, the app should require tapping “Arrived” before allowing access to the Enter OTP page. If the provider tries to proceed earlier, show a prompt (e.g., “Please tap Arrived to continue.”).

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-27 06:22:59+00:00,2025-10-27 06:22:59+00:00,https://github.com/CodeWork-ai/Depart/issues/82
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggWVyw,Issue,Depart,,Current Booking → tapping Message/Call doesn’t notify the Service Provider,"Steps to Reproduce:
Log in to the platform using the Service Provider account.
Click on Bookings.
Click the Message or Call icon.

Actual Result:
On the Current Booking page, when the user taps the Message or Call icon, the Service Provider account does not receive a notification.

Expected Result:
When the user taps Message or Call on the Current Booking page, the Service Provider account receives a notification immediately.

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-27 06:30:21+00:00,2025-10-27 06:30:21+00:00,https://github.com/CodeWork-ai/Depart/issues/83
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggWWRY,Issue,Depart,,"When the Service Provider taps “Arrived”, the User does not receive a notification.","Steps to Reproduce:
Log in to the platform using the User account.

Actual Result:
After the Service Provider clicks the “Arrived” button, the User account does not receive a notification.

Expected Result:
When the Service Provider taps “Arrived”, the User immediately receives a notification.

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-27 06:34:24+00:00,2025-10-27 06:34:24+00:00,https://github.com/CodeWork-ai/Depart/issues/84
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggWZEA,Issue,Depart,,Post-OTP: route shows current location → drop-off (should be pickup → drop-off); map doesn’t recenter to both pins.,"Steps to Reproduce:
Log in to the platform using the User account.

Actual Result:
In the User account, after the OTP is provided to the Service Provider, the map does not redirect to the pickup and drop-off locations; instead, it shows a route from the current location to the drop-off.

Expected Result:
After OTP verification, the map recenters to show pickup → drop-off with both pins visible and the route highlighted.

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-27 06:55:50+00:00,2025-10-27 06:55:50+00:00,https://github.com/CodeWork-ai/Depart/issues/85
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggWbls,Issue,Depart,,Number field: Save Changes should accept inputs with fewer than 10 digits (no validation error),"Steps to Reproduce:
Log in to the platform using the User account.
Click on Profile.
Click on Edit Profile.

Actual Result:
When fewer than 10 digits are entered in the Number field, clicking “Save Changes” should still accept the input.

Expected Result:
If the Number field has fewer than 10 digits, clicking “Save Changes” should block submission and display a pop-up error message.

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-27 07:13:26+00:00,2025-10-27 07:13:26+00:00,https://github.com/CodeWork-ai/Depart/issues/86
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggW0J8,Issue,Depart,,"Post-OTP, status shows “Driver is on the way” instead of “Ride Started.”","Steps to Reproduce:
Log in to the platform using the User account.

Actual Result:
er providing the OTP to the Service Provider, the ride starts, but the text on the User’s mobile incorrectly shows “Driver is on the way.”

Expected Result:
Once the ride begins post-OTP verification, the app should display “Ride Started” on the user’s screen.

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-27 09:19:11+00:00,2025-10-27 09:19:11+00:00,https://github.com/CodeWork-ai/Depart/issues/87
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggW-BI,Issue,Depart,,Latest feedback not displayed at the top of the table on the Feedback page.,"Steps to Reproduce:
Open to the platform using the Service Provider account.
Click on Customer Feedback.

Actual Result:
Latest feedback not showing at top of table on Feedback page.

Expected Result:
Newly submitted feedback should be displayed first (topmost) in the feedback list/table.

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-27 09:55:16+00:00,2025-10-27 09:55:16+00:00,https://github.com/CodeWork-ai/Depart/issues/88
CodeWork-ai,Depart,9,PVTI_lADOCzkvuc4A-hlozggXG9c,Issue,Depart,,Account creation via Apple or Facebook login fails; should allow successful sign-up.,"Steps to Reproduce:
Open to the platform using the Service Provider account.
Click Apple or Facebook.

Actual Result:
Account creation via Apple or Facebook login not working.

Expected Result:
Users should be able to sign up seamlessly using their Apple or Facebook accounts.

Env: DEV",Roopesh618,suruthisagar97,,,bug,,,,2025-10-27 10:32:15+00:00,2025-10-27 10:32:15+00:00,https://github.com/CodeWork-ai/Depart/issues/89
