organization,project_name,project_number,project_item_id,item_type,repo,issue_pr_number,task_title,task_description,assignees,assigned_by,status,priority,labels,milestone,iteration,due_date,created_at,updated_at,url
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdM5Ps,Issue,Little-sparks,,Back navigation skips previous screen and redirects to home screen.,"Steps to Reproduce:

Log in to the platform using the Centerhead or Parents account.

Actual Result:

When navigating back from the current screen, it goes directly to the home screen instead of the previous screen.

Expected Result:

When pressing the back button from the current screen, the user should be navigated to the previous screen, not directly to the home screen.

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-01 09:13:53+00:00,2025-08-18 06:08:34+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/79
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdMf30,Issue,Little-sparks,,Attendance functionality not working on home screen,"Steps to Reproduce:

Log in to the platform using the Centerhead account.

Actual Result:
The attendance functionality on the home screen is not working.

Expected Result:

The attendance functionality should work correctly on the home screen, allowing users to mark or view attendance as intended.

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-01 06:10:58+00:00,2025-08-11 11:19:30+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/73
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc88f8,Issue,Little-sparks,,"Announcement module - Center Head , Parent (Mobile)","Description 

1. Implement a module to display important announcements to users within the app. 
2. Support for title, message, optional image, and call-to-action (CTA).
3. Announcements should be shown as a banner, popup, or in a dedicated section.
4. Include options to dismiss or mark as read.",xavierrnelson,sharonss0809,Done,Normal,Design,,,,2025-07-25 04:58:32+00:00,2025-08-21 05:18:20+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/18
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdGycQ,Issue,Little-sparks,,Leave Balance Module - Center head (mobile),"Description:

Team Leave Overview:

- Design a clear interface for Centerheads to see an overview of their team's leave balances. This should include:
- Total leave balances for each team member (e.g., Annual leave, Sick leave, etc.).
- Used leave and remaining leave for each employee.
- Leave status for each member (e.g., Pending, Approved, Rejected).
- Option to filter by employee name, leave type, or date range.",xavierrnelson,sharonss0809,Done,Normal,Design,,,,2025-07-30 04:45:32+00:00,2025-08-21 05:18:42+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/55
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdMeVI,Issue,Little-sparks,,Completed event still visible on home screen.,"Steps to Reproduce:

Log in to the platform using the Centerhead account.

Actual Result:
On the home screen, the event is completed, but it still appears on the screen.

Expected Result:

Completed events should not be displayed on the home screen.

Environment: DEV

<img width=""1080"" height=""2408"" alt=""Image"" src=""https://github.com/user-attachments/assets/97ab9ea7-15c6-4db0-8084-734b9dae980e"" />",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-01 05:55:22+00:00,2025-08-08 09:15:39+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/72
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdKNms,Issue,Little-sparks,,Activities can be completed out of order.,"Steps to Reproduce:
Log in to the platform using the centerhead account.
Click on  Daily Activities

Actual Result:
Users are able to complete activities in any order, skipping required previous activities.

Expected Result:
Users should not be able to complete another activity without first completing the previous one.

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-31 09:27:11+00:00,2025-08-18 05:28:02+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/71
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdBhmA,Issue,Little-sparks,,Centerhead-to-parent messaging not functioning properly.,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on the Connect tab.

Actual Result:
Sending a message from the Centerhead to parents is not working properly.

Expected Result:
Messages sent from the Centerhead to parents should be delivered and function properly without any issues.

Environment: DEV

https://github.com/user-attachments/assets/3db9e223-b368-48a0-b7e5-eb520f2cf459",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-28 08:59:06+00:00,2025-08-11 11:05:06+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/34
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdMmfg,Issue,Little-sparks,,Search term persists in chat tab after switching tabs.,"Steps to Reproduce:

Log in to the platform using the Centerhead account.
Click on the Connect tab.

Actual Result:
In the chat tab, after entering a name in the search field and switching to another tab, the search term is still displayed in the search bar when returning to the chat tab.

Expected Result:
When switching away from the chat tab and returning, the search field should be cleared automatically.

Environment: DEV

https://github.com/user-attachments/assets/e02c796e-70a7-401c-8a0d-faae7528fda2",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-01 07:05:45+00:00,2025-08-11 10:39:12+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/76
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdMloU,Issue,Little-sparks,,Keyboard hides person details and loading popup appears after sending message,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on Connect tab.

Actual Result:
In the chat field, when clicking the text box, the keyboard opens and the person’s details are hidden from the screen. Additionally, after sending a message, a loading popup message is displayed on the screen.

Expected Result:
When the chat text box is selected, the keyboard should open without hiding the person's details on the screen.

After sending a message, the message should be delivered smoothly without showing an unnecessary loading popup.

Environment: DEV

https://github.com/user-attachments/assets/05983e44-6071-4a52-962c-2b69de49dd82",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-01 06:59:35+00:00,2025-08-11 11:08:10+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/75
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdTGck,Issue,Little-sparks,,Page navigates back when entering text in the 'Reason' field,"Steps to Reproduce:

Log in to the platform using the Centerhead account.
Click on the Calendar.
Click on Apply leave.

Actual Result:
The page navigates back automatically when text is entered in the 'Reason' field.

Expected Result:
The user should be able to enter text in the 'Reason' field without the page navigating away.

Environment: DEV

https://github.com/user-attachments/assets/29c9847b-b561-4636-a576-a3cbaff274bc",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-05 05:16:59+00:00,2025-08-11 10:19:42+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/85
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdM6y0,Issue,Little-sparks,,Time sum not working correctly when submitting empty form on Add Activities page.,"Steps to Reproduce:

Log in to the platform using the Centerhead account.
Click on the Activities.
Click on the General Activities.

Actual Result:

On the Add Activities page, if no data is filled in and the submit button is clicked, the sum of time is not working correctly.

Expected Result:

On the Add Activities page, if no data is entered and the submit button is clicked, the system should function properly.

Environment: DEV

https://github.com/user-attachments/assets/c9bd0f73-5d58-4cfa-9d67-ba6d8f2af0e9",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-01 09:24:54+00:00,2025-08-11 10:03:12+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/80
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdY6pE,Issue,Little-sparks,,Personal and address details not displayed on Profile page,"Steps to Reproduce:

Log in to the platform using the parent's account.
Click on Profile.

Actual Result:
On the Profile page, personal details and address information are not displayed.

Expected Result:
Personal and address details should be displayed on the Profile page.

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-07 06:53:53+00:00,2025-08-11 09:56:28+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/96
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdT6cY,Issue,Little-sparks,,Missing scrollbar on Events page,"Steps to Reproduce:

Log in to the platform using the Parent or Centerhead account.
Click on Events.

Actual Result:
On the Events page, today's or upcoming events are listed, but there is no scrollbar.

Expected Result:
A scrollbar should be available if the list of today's or upcoming events exceeds the visible area.

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-05 10:40:21+00:00,2025-08-07 07:18:17+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/91
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdMpAI,Issue,Little-sparks,,Popup message with refresh button appears when typing in search field.,"Steps to Reproduce:

Log in to the platform using the Centerhead account.
Click on Calender tab.
Click on Students Attendance.

Actual Result:
When typing any text in the search field, a popup message is displayed along with a refresh button.

Expected Result:
When typing in the search field, relevant search results should be displayed. No popup message or refresh button should appear unless there's an error or no results found.

Environment: DEV

![Image](https://github.com/user-attachments/assets/098afef7-f29d-48a8-9e93-64d0355e2628)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-08-01 07:21:58+00:00,2025-08-07 05:19:55+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/77
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdT0jE,Issue,Little-sparks,,Error appears when clicking 'Send Code' again after going back without entering OTP.,"Steps to Reproduce:

Log in to the platform using the Centerhead or Parents account.
Click on Forgot Password

Actual Result:

After sending the OTP, if the user clicks the back button without entering the code and then clicks the 'Send Code' button again, an error message appears.

Expected Result:

After sending the OTP, if the user navigates back without entering the code, clicking the 'Send Code' button again should resend the OTP without showing any error message.

Environment: DEV

![Image](https://github.com/user-attachments/assets/601d6993-412b-46c1-ad4e-6d9edfa38ec7)",,suruthisagar97,Dev,Normal,bug,,,,2025-08-05 10:01:32+00:00,2025-08-07 07:08:16+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/87
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdBMbY,Issue,Little-sparks,,Footer tabs remain visible when keyboard opens in Search tab.,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on the Activities tab.
Select General Activities

Actual Result:
When selecting the Search tab, the keyboard opens, but the footer tabs are still visible on the screen.

Expected Result:
When the Search tab is selected and the keyboard opens, the footer tabs should be hidden to prevent UI overlap.

Environment: DEV

![Image](https://github.com/user-attachments/assets/fdf811b0-ffed-46f9-acee-eb8d7a51993d)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-28 07:08:15+00:00,2025-08-01 09:04:45+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/33
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdHBq4,Issue,Little-sparks,,Auto save Password - Mobile,"Description:

- Password Auto-Save Implementation: Integration with iOS Keychain and Android Autofill for saving and autofilling login credentials.
- Autofill Support: Ensure that saved credentials are autofilled correctly on subsequent logins.
- User Settings: Provide a toggle for enabling/disabling the password auto-save feature.
- Security Compliance: Ensure secure handling of passwords with proper encryption and platform-specific security measures.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-07-30 06:59:26+00:00,2025-08-04 05:28:20+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/57
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdGxrM,Issue,Little-sparks,,Concerns and Feedback module - mobile,"Description:

Feedback Submission Form:
Create a user-friendly form where users can submit feedback, including the following fields:

1. Feedback Text Area: A large text box where users can type their comments, suggestions, or complaints.
2. Rating System: Allow users to rate their experience on a scale (e.g., 1-5 stars or a numerical scale). Optional but recommended.

Optional Fields:
User name and email (if logged in) or provide an option for anonymous feedback.
Attachments: Allow users to upload a screenshot or image (optional) to help explain their feedback.

Deliverables:

- User interface for the feedback submission form.
- Error and success message handling for a smooth user experience.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-07-30 04:36:44+00:00,2025-08-06 06:46:10+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/54
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc9epA,Issue,Little-sparks,,Login screen fields not properly visible when keyboard is enabled,"Steps to Reproduce:

Log in to the platform using the mobile account.
Login screen

Actual Result:

The login screen does not properly fit when the keyboard is enabled— the email and password fields are not displayed correctly.

Expected Result:

When the keyboard is enabled on the login screen (e.g., on mobile devices), the UI should adjust properly so that both the email and password fields remain fully visible and accessible to the user.

Environment: DEV

![Image](https://github.com/user-attachments/assets/4d613aca-d3b2-47ef-a225-ea1ec938559d)
![Image](https://github.com/user-attachments/assets/9cf3c40a-ac06-4ee6-a0bb-293d2734da5f)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-25 09:33:17+00:00,2025-08-04 06:31:46+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/23
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdxP1A,Issue,Little-sparks,,Payment integration module - Mobile (BE),"We need to add a secure Razorpay Payment Integration Module into the application to handle online transactions.
This should cover both server and client integration with proper verification and security checks.

Review dues – See the total amount owed for the month, due date, and an itemized breakdown (fees, discounts, taxes, late fees).
Select payment method – Choose from supported methods (UPI, debit/credit card, net banking, wallet, or saved payment methods) in a simple, discoverable interface.
Pay securely – Complete the transaction with clear confirmation steps, display security/trust indicators, and ensure PCI-compliant design patterns.
Receive confirmation – Show a success screen with receipt details, downloadable invoice, and history entry; handle pending or failed payment states clearly.",Lakshana-Lakshmanan,Keerthicodework,In Progress,Normal,enhancement,,,,2025-08-19 05:58:19+00:00,2025-08-19 05:58:19+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/124
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc9c-Q,Issue,Little-sparks,,User Management - Web,"1. Add ""Personal Identification"" section.
2. Implement student list view with search, filter, and pagination.
3. Enable Add/Edit modal for student and parent info (name, DOB, contact, ID, etc.).
4. Include detailed form view with sections:
     Student Info
     Parent Info
     ID Details
5. Emergency Contacts
6. Integrate with backend API for create, read, update, delete.
7. Apply validation and error handling for all fields.
8. Match layout and styling from Figma design.
9. Admin-only access (role-based control).

Figma design for the user management 
https://www.figma.com/design/hSN3ue2C8qpZPwxOJ9QTg2/Chlidcare?node-id=1152-1985&t=jC2dg4VWdRx8hNuA-1",suruthisagar97,Keerthicodework,Dev,Normal,Development,,,,2025-07-25 09:22:34+00:00,2025-08-06 09:28:07+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/22
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdBAms,Issue,Little-sparks,,Leave approval -(Web application),"Description:

Build the UI and basic logic for the Leave Approval functionality. This feature allows administrators or managers to view, approve, or reject leave requests submitted by users.

1. Display a list/table of leave requests with key details (name, dates, reason, status).
2. Admin can approve or reject each request.
3. Show status updates (e.g., Approved, Rejected, Pending).
4. Optional: Add filtering by date, status, or user.

Requirements:

- Responsive and user-friendly design (Web)
- Implement approval/rejection actions using buttons
- Use confirmation modals/popups before final action
- Use reusable UI components (e.g., request card or table row)",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-07-28 05:36:56+00:00,2025-08-06 06:42:39+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/29
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc1YV4,Issue,Little-sparks,,Leave apply - Centre head (Mobile application),"Develop a leave application process for the center head to manage and apply for leaves. The following steps should be included in the process:

Leave Type Selection: The center head must choose the appropriate leave type from a predefined list.

Date Range Selection: The center head should select the start and end dates for the leave.

Reason for Leave: The center head must provide a reason for applying for the leave.

Attachment (if required): Allow the center head to attach any necessary documentation or files for the leave application.

Leave Approval: Once submitted, the leave request should be sent for approval.

Leave Status in History: Upon approval, the leave status should be reflected in the center head’s leave history, including the leave type, date range, and approval status.",suruthisagar97,Keerthicodework,Dev,Normal,,,,,2025-07-22 10:39:50+00:00,2025-07-30 09:04:30+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/5
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc61ck,Issue,Little-sparks,,Center Management - Super Admin (Web),"1. Centralised management of multiple centers.
2. Admins can add, edit, and maintain center information.
3. Supports uploading and displaying center-specific logos.
4. Manage slot count per center.
5. Enable/disable centers with visibility controls.",xavierrnelson,sharonss0809,Done,Normal,Design,,,,2025-07-24 10:03:34+00:00,2025-08-21 05:18:57+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/13
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc88ys,Issue,Little-sparks,,"Announcement module - Super Admin, Client (Web)","Description

1. Build an interface for admins to create, edit, publish, and manage announcements. 
2. Each announcement should support a title, message, optional image, CTA link, visibility settings",xavierrnelson,sharonss0809,Done,Normal,Design,,,,2025-07-25 05:02:53+00:00,2025-08-21 05:19:10+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/19
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgcyRQ0,Issue,Little-sparks,,Attendance - Centre head,"check in and check out - centre head has to do and the same will be viewed to Super admin.
**Core features (Centre head) **

1. Calendar view
2. check in and check out",xavierrnelson,Keerthicodework,Done,Normal,Development,,,,2025-07-21 09:28:59+00:00,2025-08-21 05:19:31+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/2
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc87jA,Issue,Little-sparks,,Feed module - Parent (Mobile),"Description:

Implement a scrollable feed to display personalized content. 
Supports infinite scroll/pagination, real-time refresh, and user interactions.
Content can include text, images, videos, or links.",xavierrnelson,sharonss0809,Done,Normal,Design,,,,2025-07-25 04:44:49+00:00,2025-07-25 04:49:10+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/16
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc88Gc,Issue,Little-sparks,,Feed module - Super Admin (Web),"Description 

1. Develop a feed view for the admin dashboard to monitor and manage user-generated content or system updates.
2. Display items in chronological order with filters.
3. Include options for reviewing, approving, rejecting, or deleting content.",xavierrnelson,sharonss0809,Done,Normal,Design,,,,2025-07-25 04:52:49+00:00,2025-07-25 04:53:07+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/17
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc6JJ0,Issue,Little-sparks,,Attendance module - Client (Web),"1. User check-in/check-out functionality
2. Daily, weekly, and monthly attendance reports
3. Admin panel for managing users and roles
4. Real-time attendance dashboard
5. Export data (CSV, Excel)",xavierrnelson,sharonss0809,Done,Normal,Design,,,,2025-07-24 05:25:50+00:00,2025-08-21 05:19:46+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/7
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc6PSI,Issue,Little-sparks,,Announcement module - Client(Web),"1. Implementation of Announcement Module
2. Develop Announcement Feature for Admin and Users
3. Announcement Module: Create, Manage, and Display System Messages
4. Build (Client)Role-Based Announcement System
5. Add Announcement Functionality with Scheduling and Targeting",xavierrnelson,sharonss0809,Done,Normal,Design,,,,2025-07-24 06:21:39+00:00,2025-08-21 05:20:01+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/9
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc6ztw,Issue,Little-sparks,,Guidelines module - Client (Web),"1. Centralized location for all important instructions, rules, and policies.
2. Accessible to different user roles: Parents, Teachers, Admins, etc.
3. Categorized content (e.g., Academic, Conduct, Safety, Operations).
4. Guidelines can be created, edited, and managed by Admins.
5. Users can view only relevant guidelines based on their role.
6. Supports search and filter functionality for quick access.",xavierrnelson,sharonss0809,Done,Normal,Design,,,,2025-07-24 09:52:48+00:00,2025-08-21 05:20:24+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/12
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc1W_M,Issue,Little-sparks,,Slot Booking - Parent (Mobile application),"Date Selection: Allow the parent to choose the preferred date for the slot.

Center Selection: Enable the parent to select a desired center from the available list.

Seat Booking: Display available seats and allow the parent to book a seat.

Confirmation: Provide a summary of the selected date, center, and seat. Allow the parent to confirm the booking.",,Keerthicodework,Done,Normal,Development,,,,2025-07-22 10:28:16+00:00,2025-07-25 11:31:16+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/4
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc7GBE,Issue,Little-sparks,,Concerns and Feedback module - Mobile,"Description
 
1. Parents can submit concerns or feedback from the mobile app.
2. Each message is tracked with a status.
3. Super Admin responses are visible to the parent within the app.
4. Clients can reply to continue the conversation.
5. In-app notifications when a new reply is received.",xavierrnelson,sharonss0809,Done,Normal,Design,,,,2025-07-24 11:48:52+00:00,2025-08-21 05:20:40+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/15
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc6_8I,Issue,Little-sparks,,Concerns and Feedback module - Web,"Description

1. Super Admin can view, manage, and reply to each concerns and feedback suggestions from parents.
2. Clients can view responses and reply back, enabling two-way communication.
3. Notification (email or in-app) when a new response is added.",xavierrnelson,sharonss0809,Done,Normal,Design,,,,2025-07-24 11:09:39+00:00,2025-08-21 05:20:54+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/14
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc00nk,Issue,Little-sparks,,Figma Design - Guidelines,Need to create a video for the Guidelines and the user manual of the application.,xavierrnelson,Keerthicodework,Done,Normal,Development,,,,2025-07-22 07:12:08+00:00,2025-08-21 05:21:15+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/3
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc1Z5o,Issue,Little-sparks,,Slot Booking approval - Super Admin (Web application),"Check Slot Booking Availability: Allow the center head to view the availability of slots for specific dates and centers.

View Recent Slot Bookings: Provide the center head with the ability to view the most recent slot bookings, including key details such as date, time, and seat information.",suruthisagar97,Keerthicodework,Dev,Normal,Development,,,,2025-07-22 10:44:09+00:00,2025-08-06 05:49:01+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/6
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc6pwk,Issue,Little-sparks,,Inactive user is still able to log in using valid credentials,"Steps to Reproduce:

Log in to the platform using a SuperAdmin account.

Click on the ""Center"" tab or any other tab.

Mark a user as inactive.

Attempt to log in using the inactive user's credentials.

Actual Result:
The user is able to log in using the same credentials even after being marked as inactive.

Expected Result:
Once a user is marked as inactive, they should not be able to log in using the same credentials.

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-24 08:58:14+00:00,2025-07-30 06:10:07+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/10
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc9hqE,Issue,Little-sparks,,Text overlapping issue on 'Forgot Password' screen (Mobile view),"Steps to Reproduce:

Log in to the platform using the mobile account.
Click on Forgot password 

Actual Result:

There is overlapping between the text and the mobile screen.

Expected Result:

All text should be properly displayed within the visible area of the mobile screen without any overlapping.
The layout should:
Maintain proper spacing and alignment.
Ensure that no text is cut off or rendered outside the screen boundaries.
Be fully responsive and adapt to various mobile screen sizes.

Environment: DEV

![Image](https://github.com/user-attachments/assets/5af9fc3f-8d2d-4e71-9daf-fa552303cc33)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-25 09:53:23+00:00,2025-07-30 09:52:42+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/24
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdHB04,Issue,Little-sparks,,Text mismatch on Forgot Password page,"Steps to Reproduce:
Log in to the platform using the Centerhead account.
Click on the Forgot Password. 

Actual Result:
On the Forgot Password page, the placeholder text and page text do not match those on the Sign In screen.

Expected Result:
On the Forgot Password page, the placeholder text and page text do not match those on the Sign In screen.

Environment: DEV

![Image](https://github.com/user-attachments/assets/1344baea-c67c-432c-9b54-b9c7eeaedfc5)

![Image](https://github.com/user-attachments/assets/fc96eb8f-c55f-49bd-afe9-50c4c61c3348)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-30 07:00:33+00:00,2025-08-06 06:58:18+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/58
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgdA_Zw,Issue,Little-sparks,,Kids Facts- Parent(Mobile),"Description:

Create a UI section to display fun and educational facts for kids within the application. This feature is designed to promote engagement and learning through short, interesting content.

1. Display a list or carousel of kid-friendly facts.
2. Support fact refresh (daily/weekly or on user action).
3. Optional: Allow users to like or bookmark facts.
4. Content may include text, emojis, or images.",suruthisagar97,sharonss0809,Dev,Normal,Development,,,,2025-07-28 05:23:08+00:00,2025-07-30 09:56:32+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/28
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc9m80,Issue,Little-sparks,,No validation for unregistered email on Forgot Password page,"Steps to Reproduce:

Log in to the platform using the mobile account.
Click on Forgot password 

Actual Result:

There is no validation on the Forgot Password page. If an email that is not stored in the database is entered and the submit button is clicked, it still redirects to the OTP page.

Expected Result:

The system should check whether the entered email exists in the database.

If the email does not exist, display an appropriate error message:

""This email is not registered. Please try again.""

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-25 10:30:34+00:00,2025-07-30 10:00:09+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/25
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc9qNk,Issue,Little-sparks,,Error Message Displayed on Incorrect OTP Entry – Verify Code Functionality,"Steps to Reproduce:

Log in to the platform using the mobile account.
Click on Forgot password 

Actual Result:

When a wrong OTP is entered and the Verify Code button is clicked, an error message is displayed indicating it is incorrect.

Expected Result:

When a wrong OTP is entered and the Verify Code button is clicked, the system should display an error message clearly indicating that the OTP is incorrect.

Environment: DEV


![Image](https://github.com/user-attachments/assets/2eb68a26-4ddc-4a76-b18b-f3085d88fefc)",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-25 10:58:55+00:00,2025-07-30 10:17:22+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/26
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc9cs8,Issue,Little-sparks,,Incorrect or missing error message on failed login attempt,"Steps to Reproduce:
Log in to the platform using the mobile account.
Login screen

Actual Result:

When entering the wrong email, password, or both, clicking the Login button does not display the correct error message

Expected Result:

When the user enters an incorrect email, password, or both, and clicks the Login button, a clear and specific error message should be displayed—for example:

""Invalid email address.""

""Incorrect password.""

""Invalid email or password.""

Environment: DEV",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-25 09:20:53+00:00,2025-07-30 10:20:38+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/21
CodeWork-ai,Little sparks,8,PVTI_lADOCzkvuc4A-bcMzgc9a_o,Issue,Little-sparks,,Unable to update student's personal email via Edit form,"Steps to Reproduce:
Log in to the platform using the SuperAdmin account.

Click the Students.

Actual Result:

When selecting a student, clicking the Edit button, and updating the personal email, clicking the Submit button does not save the changes—it still shows the previous email.

Expected Result:
When selecting a student, clicking the Edit button, and updating the personal email, clicking the Submit button should save the new email.""

Environment: DEV

<!-- Failed to upload ""20250725-0908-56.2732190.mp4"" -->",suruthisagar97,suruthisagar97,Dev,Normal,bug,,,,2025-07-25 09:09:34+00:00,2025-07-29 05:45:43+00:00,https://github.com/CodeWork-ai/Little-sparks/issues/20
